year,quarter,disclosure_date,code,name,sector,url
2021,Q4,2022-03-08,6400,삼성SDI,정보기술,https://www.youtube.com/watch?v=OW-ckm3Fyno
2022,Q1,2022-05-16,660,SK하이닉스,정보기술,https://www.youtube.com/watch?v=rpQx9D5cfiU
2022,Q1,2022-05-16,3550,LG,정보기술,
2022,Q1,2022-05-13,4710,한솔테크닉스,정보기술,
2022,Q1,2022-05-16,5930,삼성전자,정보기술,https://www.youtube.com/watch?v=ukFxh2Atmvo
2022,Q1,2022-05-16,6400,삼성SDI,정보기술,https://www.youtube.com/watch?v=WjTR_VBEMBQ
2022,Q2,2022-08-16,660,SK하이닉스,정보기술,https://www.youtube.com/watch?v=10xUG0BqDkA
2022,Q2,2022-08-16,3550,LG,정보기술,
2022,Q2,2022-08-16,4710,한솔테크닉스,정보기술,
2022,Q2,2022-08-16,5930,삼성전자,정보기술,https://www.youtube.com/watch?v=G2hoFHmUnrE
2022,Q2,2022-08-16,6400,삼성SDI,정보기술,https://www.youtube.com/watch?v=bvvDtrrT1rI
2022,Q3,2022-11-14,660,SK하이닉스,정보기술,https://www.youtube.com/watch?v=SC918vHhmZ4
2022,Q3,2022-11-14,3550,LG,정보기술,
2022,Q3,2022-11-11,4710,한솔테크닉스,정보기술,
2022,Q3,2022-11-14,5930,삼성전자,정보기술,https://www.youtube.com/watch?v=g6rtlH1oBrw
2022,Q3,2022-11-14,6400,삼성SDI,정보기술,https://www.youtube.com/watch?v=Z32DKT6NQjQ
2022,Q4,2023-03-21,660,SK하이닉스,정보기술,https://www.youtube.com/watch?v=oXiC1teZy9w
2022,Q4,2023-03-21,3550,LG,정보기술,https://www.youtube.com/watch?v=EXswA79Yngo
2022,Q4,2023-03-20,4710,한솔테크닉스,정보기술,https://www.youtube.com/watch?v=rame2R9lGlo
2022,Q4,2023-03-07,5930,삼성전자,정보기술,https://www.youtube.com/watch?v=dWDhkbfJWBA
2022,Q4,2023-03-07,6400,삼성SDI,정보기술,https://www.youtube.com/watch?v=zec1fVPsPT4
2023,Q1,2023-05-15,660,SK하이닉스,정보기술,https://www.youtube.com/watch?v=d57-p87Ca_c
2023,Q1,2023-05-15,3550,LG,정보기술,https://www.youtube.com/watch?v=VL2UgC-jgxw
2023,Q1,2023-05-15,4710,한솔테크닉스,정보기술,
2023,Q1,2023-05-15,5930,삼성전자,정보기술,https://www.youtube.com/watch?v=ECEBOKkKfgI
2023,Q1,2023-05-15,6400,삼성SDI,정보기술,https://www.youtube.com/watch?v=eDlcm-lTsgk
2023,Q2,2023-08-14,660,SK하이닉스,정보기술,https://www.youtube.com/watch?v=Kt5x-liZL0w
2023,Q2,2023-08-14,3550,LG,정보기술,
2023,Q2,2023-08-11,4710,한솔테크닉스,정보기술,
2023,Q2,2023-08-14,5930,삼성전자,정보기술,https://www.youtube.com/watch?v=B9NeGhP8zF8
2023,Q2,2023-08-14,6400,삼성SDI,정보기술,https://www.youtube.com/watch?v=cSGs5bHXkw4
2023,Q3,2023-11-14,660,SK하이닉스,정보기술,https://www.youtube.com/watch?v=1EnbXqtJki8
2023,Q3,2023-11-14,3550,LG,정보기술,
2023,Q3,2023-11-14,4710,한솔테크닉스,정보기술,
2023,Q3,2023-11-14,5930,삼성전자,정보기술,https://www.youtube.com/watch?v=hWkVnzXvtBw
2023,Q3,2023-11-14,6400,삼성SDI,정보기술,https://www.youtube.com/watch?v=j6FGrr4a-6M
2023,Q4,2024-03-19,660,SK하이닉스,정보기술,https://www.youtube.com/watch?v=I29B-DYbLpo
2023,Q4,2024-03-19,3550,LG,정보기술,
2023,Q4,2024-03-13,4710,한솔테크닉스,정보기술,
2023,Q4,2024-03-12,5930,삼성전자,정보기술,https://www.youtube.com/watch?v=_B93ErSFZIg
2023,Q4,2024-03-12,6400,삼성SDI,정보기술,https://www.youtube.com/watch?v=5L3gP4zzLj0
2024,Q1,2024-05-16,660,SK하이닉스,정보기술,https://www.youtube.com/watch?v=_e1XZYOFXtM
2024,Q1,2024-05-16,3550,LG,정보기술,
2024,Q1,2024-05-13,4710,한솔테크닉스,정보기술,https://www.youtube.com/watch?v=3LaKxR6kv6E
2024,Q1,2024-05-16,5930,삼성전자,정보기술,https://www.youtube.com/watch?v=6zMon04hew4
2024,Q1,2024-05-16,6400,삼성SDI,정보기술,https://www.youtube.com/watch?v=4ewnsIDSz7Y
2024,Q2,2024-08-14,660,SK하이닉스,정보기술,https://www.youtube.com/watch?v=T3WXC_PT0sU
2024,Q2,2024-08-14,3550,LG,정보기술,https://www.youtube.com/watch?v=XgK3VjT_Qls&t=125s
2024,Q2,2024-08-13,4710,한솔테크닉스,정보기술,
2024,Q2,2024-08-14,5930,삼성전자,정보기술,https://www.youtube.com/watch?v=vQAMIWpmE-k
2024,Q2,2024-08-14,6400,삼성SDI,정보기술,https://www.youtube.com/watch?v=zVUzxFAglcg
2024,Q3,2024-11-14,660,SK하이닉스,정보기술,https://www.youtube.com/watch?v=_KCjPZ0-tEg
2024,Q3,2024-11-14,3550,LG,정보기술,
2024,Q3,2024-11-13,4710,한솔테크닉스,정보기술,
2024,Q3,2024-11-14,5930,삼성전자,정보기술,https://www.youtube.com/watch?v=EumtDz2YY88
2024,Q3,2024-11-14,6400,삼성SDI,정보기술,https://www.youtube.com/watch?v=MIonv7MVXBs
